entry_time,exit_time,hold_minutes,ticker,direction,position_size_usd,weight_pct,influence_score,gross_return_pct,net_return_pct,transaction_cost_usd,pnl_usd,capital_after,relevance_score,signal_sense,signal_reason,tweet_text
2024-11-25 16:40:40,2024-11-26 14:26:04,1305.4,USO,LONG,16477.41,16.667,0.005,-0.70765,-0.73431,4.3994,-121.14,98864.45,0.2,MARGINAL,sentiment_analysis,"Jimmy Patronis, Chief Financial Officer for the Great State of Florida, has done a tremendous job as CFO, where he also serves as the State???s Fire Marshall, and as an important member of the Florida Cabinet. I hear that Jimmy is now considering launching a Campaign for Congress in Florida''s 1st Congressional District!??A fourth generation Floridian from the beautiful Panhandle, and owner of an iconic seafood restaurant, Jimmy has been a wonderful friend to me, and to MAGA. As your next Congressman, Jimmy would work tirelessly alongside of me to Grow our Economy, Secure our Border, Stop Migrant Crime, Strengthen our Incredible Military/Vets, Restore American Energy DOMINANCE, and Defend our alway"
2024-11-26 06:00:54,2024-12-02 10:32:43,8911.8,UUP,LONG,32926.95,33.333,0.005,0.01661,-0.03672,17.5632,-12.09,98780.86,0.2,MARGINAL,sentiment_analysis,"These cases, like all of the other cases I have been forced to go through, are empty and lawless, and should never have been brought. Over $100 Million Dollars of Taxpayer Dollars has been wasted in the Democrat Party???s fight against their Political Opponent, ME. Nothing like this has ever happened in our Country before. They have also used State Prosecutors and District Attorneys, such as Fani Willis and her lover, Nathan Wade (who had absolutely zero experience in cases such as this, but was paid MILLIONS, enough for them to take numerous trips and cruises around the globe!), Letitia James, who inappropriately, unethically, and probably illegally, campaigned on ???GETTING TRUMP??? in order to win Politic"
2024-11-26 14:26:04,2024-12-02 10:31:22,8405.3,SPY,LONG,12365.16,12.5,0.005,0.64567,0.62567,2.4711,77.3,98921.31,0.2,MARGINAL,sentiment_analysis,"RT @realDonaldTrumpI am hearing that America First Patriot Randy Fine is considering launching his Campaign for Congress in Florida''s 6th Congressional District!??A Harvard Educated, Successful Businessman, and Highly Respected State Legislator, Randy has been an incredible Voice for MAGA, and the Great People of Florida. In Congress, Randy will be an INCREDIBLE Fighter who will work tirelessly with me to Stop Inflation, Grow our Economy, Secure the Border, Champion our Military/Vets, Restore American Energy DOMINANCE, Protect our always under siege Second Amendment, and Restore PE"
2024-11-26 14:26:04,2024-12-06 13:00:00,14313.9,USO,LONG,12456.03,12.5,0.005,-1.5232,-1.5432,2.496,-192.59,99648.27,0.3,MARGINAL,sentiment_analysis,"RT @realDonaldTrumpI am hearing that America First Patriot Randy Fine is considering launching his Campaign for Congress in Florida''s 6th Congressional District!??A Harvard Educated, Successful Businessman, and Highly Respected State Legislator, Randy has been an incredible Voice for MAGA, and the Great People of Florida. In Congress, Randy will be an INCREDIBLE Fighter who will work tirelessly with me to Stop Inflation, Grow our Economy, Secure the Border, Champion our Military/Vets, Restore American Energy DOMINANCE, Protect our always under siege Second Amendment, and Restore PE"
2024-11-26 14:26:05,2024-12-04 17:23:41,11697.6,TLT,LONG,24985.63,25.0,0.005,2.07316,2.03316,9.9437,505.43,99942.53,0.2,MARGINAL,sentiment_analysis,"RT @realDonaldTrumpI am hearing that America First Patriot Randy Fine is considering launching his Campaign for Congress in Florida''s 6th Congressional District!??A Harvard Educated, Successful Businessman, and Highly Respected State Legislator, Randy has been an incredible Voice for MAGA, and the Great People of Florida. In Congress, Randy will be an INCREDIBLE Fighter who will work tirelessly with me to Stop Inflation, Grow our Economy, Secure the Border, Champion our Military/Vets, Restore American Energy DOMINANCE, Protect our always under siege Second Amendment, and Restore PE"
2024-11-26 14:26:38,2024-12-05 04:01:37,12335.0,IEF,LONG,8322.72,8.333,0.005,0.62573,0.6124,1.1091,50.94,99872.67,0.2,MARGINAL,sentiment_analysis,"RT @realDonaldTrumpI am hearing that America First Patriot Randy Fine is considering launching his Campaign for Congress in Florida''s 6th Congressional District!??A Harvard Educated, Successful Businessman, and Highly Respected State Legislator, Randy has been an incredible Voice for MAGA, and the Great People of Florida. In Congress, Randy will be an INCREDIBLE Fighter who will work tirelessly with me to Stop Inflation, Grow our Economy, Secure the Border, Champion our Military/Vets, Restore American Energy DOMINANCE, Protect our always under siege Second Amendment, and Restore PE"
2024-11-29 10:31:36,2024-12-02 10:31:29,4319.9,EWW,LONG,16506.66,16.708,0.005,-0.75667,-0.7834,4.4186,-129.48,98792.95,0.5,GOOD,sentiment_analysis,"Just had a wonderful conversation with the new President of Mexico, Claudia Sheinbaum Pardo. She has agreed to stop Migration through Mexico, and into the United States, effectively closing our Southern Border. We also talked about what can be done to stop the massive drug inflow into the United States, and also, U.S. consumption of these drugs. It was a very productive conversation!::"
2024-12-02 10:31:22,2024-12-04 15:47:14,3195.9,SPY,LONG,16494.71,16.667,0.005,0.72109,0.69443,4.3935,114.41,98968.24,0.2,MARGINAL,sentiment_analysis,"The idea that the BRICS Countries are trying to move away from the Dollar while we stand by and watch is OVER. We require a commitment from these Countries that they will neither create a new BRICS Currency, nor back any other Currency to replace the mighty U.S. Dollar or, they will face 100% Tariffs, and should expect to say goodbye to selling into the wonderful U.S. Economy. They can go find another ???sucker!??? There is no chance that the BRICS will replace the U.S. Dollar in International Trade, and any Country that tries should wave goodbye to America.::"
2024-12-02 10:31:26,2024-12-04 15:46:59,3195.6,DIA,LONG,10983.76,11.111,0.005,0.68262,0.66485,1.9512,72.97,98853.83,0.3,MARGINAL,sentiment_analysis,"The idea that the BRICS Countries are trying to move away from the Dollar while we stand by and watch is OVER. We require a commitment from these Countries that they will neither create a new BRICS Currency, nor back any other Currency to replace the mighty U.S. Dollar or, they will face 100% Tariffs, and should expect to say goodbye to selling into the wonderful U.S. Economy. They can go find another ???sucker!??? There is no chance that the BRICS will replace the U.S. Dollar in International Trade, and any Country that tries should wave goodbye to America.::"
2024-12-02 10:31:29,2024-12-04 15:47:41,3196.2,EWW,SHORT,16572.85,16.667,-0.005,2.86918,2.84251,4.3986,468.86,99437.11,0.2,MARGINAL,sentiment_analysis,"I just had a very productive meeting with Prime Minister Justin Trudeau of Canada, where we discussed many important topics that will require both Countries to work together to address, like the Fentanyl and Drug Crisis that has decimated so many lives as a result of Illegal Immigration, Fair Trade Deals that do not jeopardize American Workers, and the massive Trade Deficit the U.S. has with Canada. I made it very clear that the United States will no longer sit idly by as our Citizens become victims to the scourge of this Drug Epidemic, caused mainly by the Drug Cartels, and Fentanyl pouring in from China. Too much death and hardship! Prime Minister Trudeau has made a commitment to work with us to end this t"
2024-12-02 10:32:43,2024-12-06 10:40:16,5767.6,UUP,LONG,6682.66,6.693,0.005,-0.46512,-0.47583,0.7159,-31.81,99840.87,0.5,GOOD,sentiment_analysis,"The idea that the BRICS Countries are trying to move away from the Dollar while we stand by and watch is OVER. We require a commitment from these Countries that they will neither create a new BRICS Currency, nor back any other Currency to replace the mighty U.S. Dollar or, they will face 100% Tariffs, and should expect to say goodbye to selling into the wonderful U.S. Economy. They can go find another ???sucker!??? There is no chance that the BRICS will replace the U.S. Dollar in International Trade, and any Country that tries should wave goodbye to America.::"
2024-12-04 15:46:59,2024-12-04 17:26:39,99.7,DIA,LONG,49910.87,50.0,0.005,-0.16174,-0.24174,39.977,-120.8,99821.73,0.7,GOOD,sentiment_analysis,"???.The Senior Counselor position leverages Peter???s broad range of White House experience, while harnessing his extensive Policy analytic and Media skills. His mission will be to help successfully advance and communicate the Trump Manufacturing, Tariff, and Trade Agendas.??Peter is not just a superb, Harvard-trained Economist, he is a noted author of more than a dozen bestselling books on strategic business management and unfair Trade. He did a superb job for the American People in my First Term. Peter will do even better as Senior Counselor to protect American Workers, and truly Make American Manufacturing Great Again.::"
2024-12-04 16:31:49,2024-12-17 04:00:00,17968.2,SPY,LONG,32448.45,33.333,0.005,-0.39194,-0.44527,17.3316,-144.7,97345.34,0.2,MARGINAL,sentiment_analysis,"The Wall Street Journal is becoming more and more obnoxious and unreadable. Today???s main headline is: ???Trump???s DEA Pick Pulls Out In Latest Setback.??? With all that???s happening in the World, this is their Number One story of the day. Besides, he didn???t pull out, I pulled him out, because I did not like what he said to my pastors and other supporters. But, more importantly, what???s my ???latest??? setback??? I just won the Presidency of the United States! They haven???t written a good story about me in YEARS. Somebody over there ought to look at what they???re doing. The only one worse than them is stupid, China-centric Forbes Magazine!::"
2024-12-04 17:23:41,2024-12-11 10:31:25,9667.7,TLT,LONG,16546.11,16.667,0.005,-1.54721,-1.57388,4.4239,-261.1,99276.66,0.2,MARGINAL,sentiment_analysis,"I am pleased to nominate Dr. Michael William Faulkender, of the Great State of Maryland, to serve as the Deputy Secretary of the United States Department of the Treasury. Mike is a distinguished Economist and Policy practitioner who will drive our America First Agenda. He will help Treasury Secretary Nominee Scott Bessent usher in a new Golden Age for the United States by delivering a Great Economic Boom for all Americans.??Mike previously served as the Assistant Secretary for Economic Policy at the Treasury Department during my First Administration. In that role, he advised the Secretary on domestic and international issues that impacted the Economy. Mike is currently the Dean???s Professor of Fin"
2024-12-04 17:26:39,2024-12-10 10:31:19,8224.7,DIA,SHORT,33108.03,33.333,-0.005,-1.30493,-1.35826,17.7379,-451.74,99324.08,0.3,MARGINAL,sentiment_analysis,"I am pleased to nominate Gail Slater as Assistant Attorney General for the Antitrust Division at the Department of Justice. Big Tech has run wild for years, stifling competition in our most innovative sector and, as we all know, using its market power to crack down on the rights of so many Americans, as well as those of Little Tech! I was proud to fight these abuses in my First Term, and our Department of Justice???s antitrust team will continue that work under Gail???s leadership. Gail previously served at the FTC, in my National Economic Council and, most recently, advising Vice President-Elect JD Vance in his Senate office. Gail has also worked in the private sector, in Media at FOX, and in the Tec"
2024-12-05 04:01:37,2025-01-10 10:31:54,52230.3,IEF,LONG,10950.17,11.111,0.005,-3.5097,-3.52747,1.9544,-387.78,98551.54,0.2,MARGINAL,sentiment_analysis,"I am pleased to nominate Dr. Michael William Faulkender, of the Great State of Maryland, to serve as the Deputy Secretary of the United States Department of the Treasury. Mike is a distinguished Economist and Policy practitioner who will drive our America First Agenda. He will help Treasury Secretary Nominee Scott Bessent usher in a new Golden Age for the United States by delivering a Great Economic Boom for all Americans.??Mike previously served as the Assistant Secretary for Economic Policy at the Treasury Department during my First Administration. In that role, he advised the Secretary on domestic and international issues that impacted the Economy. Mike is currently the Dean???s Professor of Fin"
2024-12-06 10:31:23,2024-12-09 10:31:37,4320.2,EWW,LONG,11089.16,11.111,0.005,1.41036,1.39258,1.9684,154.19,99802.46,0.4,GOOD,sentiment_analysis,"Page 1:??Commissioner of United States Customs and Border Protection:Rodney S. Scott??Rodney served nearly three decades in the Border Patrol, building vast experience and knowledge in Law Enforcement and Border Security. Rodney served as the 24th Chief of the U.S. Border Patrol, where he implemented Remain-in-Mexico, Title 42, Safe Third Agreements, and achieved record low levels of illegal immigration.??He began his career with the Border Patrol in 1992 at the Imperial Beach Station, San Diego Sector. Following the September 11th terrorist attacks, he served as an Anti-Terrorism Advisor to the CBP Commissioner, and later, as Deputy Executive Director of the CBP, Office of"
2024-12-06 10:31:23,2024-12-16 10:31:24,14400.0,AMD,LONG,10853.46,11.111,0.005,-11.95805,-11.97583,1.9555,-1317.32,97681.16,0.5,GOOD,sentiment_analysis,"???David Sacks has been an extremely successful entrepreneur and investor for 25 years, building and investing in some of the most iconic companies in Silicon Valley. He was PayPal???s founding-era COO, part of the legendary ???PayPal Mafia.??? David then founded enterprise software company, Yammer, which was acquired by Microsoft for $1.2 Billion Dollars. Subsequently he founded Craft Ventures, a venture capital firm based in San Francisco. David is co-host of the All-In Podcast, the top podcast in Tech, where he and his friends discuss economic, political and social issues.????David has the knowledge, business experience, intelligence, and pragmatism to MAKE AMERICA GREAT in these two critical te"
2024-12-06 10:40:16,2024-12-09 10:35:16,4315.0,UUP,LONG,16629.3,16.667,0.005,-0.13351,-0.16018,4.4357,-26.64,99775.82,0.2,MARGINAL,sentiment_analysis,"???David Sacks has been an extremely successful entrepreneur and investor for 25 years, building and investing in some of the most iconic companies in Silicon Valley. He was PayPal???s founding-era COO, part of the legendary ???PayPal Mafia.??? David then founded enterprise software company, Yammer, which was acquired by Microsoft for $1.2 Billion Dollars. Subsequently he founded Craft Ventures, a venture capital firm based in San Francisco. David is co-host of the All-In Podcast, the top podcast in Tech, where he and his friends discuss economic, political and social issues.????David has the knowledge, business experience, intelligence, and pragmatism to MAKE AMERICA GREAT in these two critical te"
2024-12-06 13:00:00,2024-12-11 04:02:00,6662.0,USO,LONG,33179.25,33.333,0.005,2.11437,2.06104,17.5749,679.17,99537.76,0.2,MARGINAL,sentiment_analysis,"Pete Hegseth is doing very well. His support is strong and deep, much more so than the Fake News would have you believe. He was a great student - Princeton/Harvard educated - with a Military state of mind. He will be a fantastic, high energy, Secretary of Defense Defense, one who leads with charisma and skill. Pete is a WINNER, and there is nothing that can be done to change that!!!::"
2024-12-09 10:31:37,2024-12-10 10:31:32,1439.9,EWW,LONG,32952.86,33.333,0.005,-1.35264,-1.40597,17.6576,-465.49,98858.59,0.2,MARGINAL,sentiment_analysis,"I am pleased to nominate Christopher Landau to serve as Deputy Secretary of State. Chris will work closely with our great Secretary of State Nominee, Marco Rubio, to promote our Nation???s security and prosperity through an America First Foreign Policy. Chris served as my Ambassador to Mexico, where he worked tirelessly with our team to reduce illegal migration to the lowest levels in History. He is also one of our Country???s great lawyers, and clerked for both Justices Antonin Scalia and Clarence Thomas on the United States Supreme Court. He graduated from Harvard College, first in his Class, and Harvard Law School, and has argued nine cases in the U.S. Supreme Court.::"
2024-12-10 10:31:19,2024-12-11 10:31:31,1440.2,DIA,LONG,49543.13,50.0,0.005,-0.30356,-0.38356,39.7107,-190.39,99086.27,0.2,MARGINAL,sentiment_analysis,"It was a pleasure to have dinner the other night with Governor Justin Trudeau of the Great State of Canada. I look forward to seeing the Governor again soon so that we may continue our in depth talks on Tariffs and Trade, the results of which will be truly spectacular for all! DJT::"
2024-12-10 10:31:32,2024-12-11 10:31:59,1440.5,EWW,LONG,32999.5,33.333,0.005,-0.21244,-0.26577,17.6153,-87.78,98998.49,0.3,MARGINAL,sentiment_analysis,"I am pleased to announce that Mark Paoletta will be returning as General Counsel of the Office of Management and Budget. Mark will work closely with our DOGE team to cut the size of our bloated Government bureaucracy, and root out wasteful and anti-American spending.????Mark is a brilliant and tenacious lawyer, who worked tirelessly to advance my Agenda in the First Term. As OMB GC in my First Administration, Mark led the charge to identify funding to build the Southern Border Wall, and worked with then-OMB Director Russ Vought to rein in woke and weaponized Government spending.??Mark is a partner at the Law Firm, Schaerr Jaffe, and a Senior Fellow at the Center for Renewing America, where he has w"
2024-12-11 04:02:00,2024-12-20 10:31:16,13349.3,USO,LONG,32039.75,33.333,0.005,0.88938,0.83605,17.0404,267.12,96119.24,0.2,MARGINAL,sentiment_analysis,"Jacob Helberg will be the next Under Secretary of State for Economic Growth, Energy, and the Environment. In this role Jacob will be a champion of our America First Foreign Policy. He will guide State Department policy on Economic statecraft, promoting America???s Economic security and growth, and American technological dominance abroad. Jacob is a successful technology executive, has the knowledge, expertise, and pragmatism to defend America???s Economic interests abroad, and always puts AMERICA FIRST!::"
2024-12-11 10:31:25,2025-01-10 10:31:21,43199.9,TLT,LONG,32979.77,33.333,0.005,-7.43641,-7.48974,18.0396,-2533.35,98939.32,0.2,MARGINAL,sentiment_analysis,"I am pleased to nominate Congressman Dan Bishop from North Carolina as Deputy Director for Budget at the Office of Management and Budget (OMB). Dan has been a tireless fighter for our MAGA Movement in the House of Representatives on the Judiciary and Homeland Security Committees. Dan will implement my cost-cutting and deregulatory agenda across all Agencies, and root out the Weaponized Deep State.??Before Congress, Dan served in the North Carolina House, Senate and, as a County Commissioner, while racking up a 30-year career as an aggressive and successful business litigator in trial and appellate courts. Dan earned his JD, with high honors, and a B.S. in Business Administration, with highest disti"
2024-12-11 10:31:31,2024-12-17 04:00:00,8248.5,DIA,LONG,32496.68,33.333,0.005,-1.48183,-1.53517,17.4207,-501.44,97490.04,0.4,GOOD,sentiment_analysis,"Today, I am very pleased to announce the appointment of Kimberly Guilfoyle as the United States Ambassador to Greece. For many years, Kimberly has been a close friend and ally. Her extensive experience and leadership in law, media, and politics along with her sharp intellect make her supremely qualified to represent the United States, and safeguard its interests abroad.??Kimberly is perfectly suited to foster strong bilateral relations with Greece, advancing our interests on issues ranging from defense cooperation to trade and economic innovation.??Congratulations Kimberly!::"
2024-12-11 10:31:59,2024-12-16 10:31:27,7199.5,EWW,LONG,32663.83,33.333,0.005,1.00639,0.95305,17.3655,310.32,97991.48,0.2,MARGINAL,sentiment_analysis,"I am pleased to nominate Ronald (Ron) Johnson to serve as the United States Ambassador to Mexico. Ron will work closely with our great Secretary of State Nominee, Marco Rubio, to promote our Nation???s security and prosperity through strong America First Foreign Policies. During my First Term, Ron served as the Ambassador to El Salvador, where he worked tirelessly with Salvadoran authorities and our team to reduce violent crime and illegal migration to the lowest levels in History. He also served our Country for over twenty years with the Central Intelligence Agency after a distinguished career in the U.S. Army as a Green Beret. He graduated from the National Intelligence University with a Master of Strategi"
2024-12-16 10:31:24,2024-12-20 04:00:00,5368.6,AMD,SHORT,31824.96,33.333,-0.005,-5.71588,-5.76922,17.3061,-1872.05,95474.89,0.2,MARGINAL,sentiment_analysis,Woman admits to totally fabricating accusations in the horrible Duke Lacrosse Case. She destroyed the lives of these young men.::
2024-12-16 10:33:09,2024-12-17 06:05:42,1172.5,UUP,LONG,8142.7,8.365,0.005,0.03307,0.01969,1.0898,1.6,97346.94,0.2,MARGINAL,sentiment_analysis,"I am pleased to announce that Bill White will serve as the U.S. Ambassador to the Kingdom of Belgium.??Bill is a highly respected businessman, philanthropist, author, and advocate for our Nation???s Military, Veterans, and First Responders. He is the CEO of Constellations Group, and former President of the Intrepid Sea-Air-Space Museum. Bill has worked tirelessly to support Great American Patriots who have given everything for our Country by raising over $1.5 Billion Dollars for our fallen heroes, catastrophically wounded, and severely burned Service Members. He is a twice recipient of the Meritorious Public Service Award for extraordinary service from the U.S. Coast Guard, and for outstanding supp"
2024-12-17 04:00:00,2025-01-14 16:28:31,41068.5,SPY,LONG,6572.62,6.673,0.005,-3.58926,-3.59994,0.7035,-237.18,98490.99,0.2,MARGINAL,sentiment_analysis,"RT @TeamTrumpWATCH: Softbank CEO Masayoshi Son speaks with President Trump after announcing a $100B investment in America over the next five years:""My confidence to the economy of the United States has tremendously increased because of his victory. Because of that, I am excited to commit this $100B and 100,000 jobs.""::"
2024-12-17 04:00:00,2025-01-06 18:01:15,29641.2,DIA,LONG,6771.6,6.673,0.005,-2.12912,-2.1398,0.7241,-145.11,101472.67,0.2,MARGINAL,sentiment_analysis,"RT @TeamTrumpWATCH: Softbank CEO Masayoshi Son speaks with President Trump after announcing a $100B investment in America over the next five years:""My confidence to the economy of the United States has tremendously increased because of his victory. Because of that, I am excited to commit this $100B and 100,000 jobs.""::"
2024-12-18 10:45:56,2024-12-20 04:05:54,2480.0,UUP,LONG,31950.71,33.333,0.005,1.23865,1.18531,16.9733,377.23,95852.12,0.2,MARGINAL,sentiment_analysis,"I am pleased??to announce that Nicole McGraw will serve as the next United States Ambassador to Croatia.??Nicole is a philanthropist, businesswoman, and World renowned art collector. She opened her first art gallery in Palm Beach Gardens in 2006, and has since built a client base that spans the Globe, as well as a successful hedge fund specializing in fine art investments. Nicole has brought fine art to the People through her work leading CANVAS Art Charities, and raised Millions of Dollars for neglected and abused children as a Board Member of Place of Hope. She is a graduate of Southern Methodist University with a BFA in Art History and Studio Art.??Congratulations Nicole!:: https:/"
2024-12-20 04:00:00,2025-01-06 10:31:20,24871.3,AMD,LONG,16093.28,16.638,0.0015,9.8779,9.85128,4.2149,1559.83,96728.96,0.2,MARGINAL,sentiment_analysis,"The very unpopular ???Congressman??? from Texas, Chip Roy, is getting in the way, as usual, of having yet another Great Republican Victory - All for the sake of some cheap publicity for himself. Republican obstructionists have to be done away with. The Democrats are using them, and we can???t let that happen. Our Country is far better off closing up for a period of time than it is agreeing to the things that the Democrats want to force upon us. Biden is President, and it???s his obligation to properly lead. We???re there to do the right thing, and we can???t agree with what Biden and the Democrats are demanding. Weak and ineffective people like Chip have to be dismissed as being utterly unknowledgeable as to"
2024-12-20 10:31:16,2025-01-06 10:31:26,24480.2,USO,LONG,50330.34,50.0,0.005,8.20937,8.12937,38.6916,3931.73,100660.68,0.2,MARGINAL,sentiment_analysis,"I told the European Union that they must make up their tremendous deficit with the United States by the large scale purchase of our oil and gas. Otherwise, it is TARIFFS all the way!!!::"
2024-12-23 10:32:46,2024-12-26 10:33:51,4321.1,UUP,LONG,32035.87,33.333,0.005,0.01706,-0.03628,17.0879,-11.62,96107.62,0.2,MARGINAL,sentiment_analysis,"I am pleased to nominate Stephen Alexander Vaden to be Deputy Secretary of the Department of Agriculture, where he will work with our Great United States Secretary of Agriculture Nominee, Brooke Rollins.??In my First Term, Stephen was the General Counsel of the Department of Agriculture, and a Member of the Board of the Commodity Credit Corporation, where he won two cases before the United States Supreme Court, relocated and reorganized the Agencies that comprise the Department to better serve Rural America, and engaged in substantial regulatory reform. Stephen joined the USDA on Day One of my First Term, and left in December 2020 after I nominated him, and the U.S. Senate confirmed him, to continu"
