entry_time,ticker,direction,influence_score,net_return,pnl,relevance_score,signal_sense,signal_reason,tweet_text
2025-08-08 14:33:59,DIA,SHORT,-0.004719,-0.0782,-25.97,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_251,"Tariffs are having a huge positive impact on the Stock Market. Almost every day, new records are set. In addition, Hundreds of Billions of Dollars are pouring into our Country’s coffers. If a Radical "
2025-08-08 14:34:37,UUP,LONG,0.004987,0.037,4.09,0.3,MARGINAL,CorrelationDiscovery:+tweet_embedding_349,"Tariffs are having a huge positive impact on the Stock Market. Almost every day, new records are set. In addition, Hundreds of Billions of Dollars are pouring into our Country’s coffers. If a Radical "
2025-08-11 04:00:00,SPY,SHORT,-0.000935,-0.0015,-0.51,0.3,MARGINAL,CorrelationDiscovery:-tweet_embedding_93,"Tariffs are having a huge positive impact on the Stock Market. Almost every day, new records are set. In addition, Hundreds of Billions of Dollars are pouring into our Country’s coffers. If a Radical "
2025-08-08 09:04:31,TLT,SHORT,-0.02648,0.1537,17.01,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_109,"It is my Great Honor to announce that I have chosen Dr. Stephen Miran, current Chairman of the Council of Economic Advisors, to serve in the just vacated seat on the Federal Reserve Board until Januar"
2025-08-08 09:05:35,IEF,SHORT,-0.028252,-0.0387,-4.29,0.2,MARGINAL,CorrelationDiscovery:-tweet_embedding_263,"It is my Great Honor to announce that I have chosen Dr. Stephen Miran, current Chairman of the Council of Economic Advisors, to serve in the just vacated seat on the Federal Reserve Board until Januar"
2025-08-11 04:32:21,UUP,SHORT,-0.005669,0.26,51.46,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_349,China is worried about its shortage of soybeans. Our great farmers produce the most robust soybeans. I hope China will quickly quadruple its soybean orders. This is also a way of substantially reducin
2025-08-08 09:30:00,SHY,SHORT,-0.017454,-0.0347,-2.28,0.2,MARGINAL,CorrelationDiscovery:-tweet_embedding_108,"It is my Great Honor to announce that I have chosen Dr. Stephen Miran, current Chairman of the Council of Economic Advisors, to serve in the just vacated seat on the Federal Reserve Board until Januar"
2025-08-11 09:04:33,SPY,SHORT,-0.003985,-0.1663,-55.24,0.2,MARGINAL,CorrelationDiscovery:-tweet_embedding_93,"Crooked Nancy Pelosi, and her very “interesting” husband, beat every Hedge Fund in 2024. In other words, these two very average “minds” beat ALL of the Super Geniuses on Wall Street, thousands of them"
2025-08-11 09:06:02,IEF,LONG,0.014937,-0.0395,-3.28,0.5,GOOD,CorrelationDiscovery:-tweet_embedding_263,"The Press Conference on Crime and “Beautification” will be held tomorrow, at 10:00 A.M. EST, in the Press Briefing Room, and it will not only involve ending the Crime, Murder, and Death in our Nation’"
2025-08-11 09:04:34,TLT,SHORT,-0.007197,-0.1275,-10.58,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_109,"The Press Conference on Crime and “Beautification” will be held tomorrow, at 10:00 A.M. EST, in the Press Briefing Room, and it will not only involve ending the Crime, Murder, and Death in our Nation’"
2025-08-11 09:30:04,SHY,LONG,0.033115,-0.0073,-0.6,0.2,MARGINAL,CorrelationDiscovery:-tweet_embedding_108,"The Press Conference on Crime and “Beautification” will be held tomorrow, at 10:00 A.M. EST, in the Press Briefing Room, and it will not only involve ending the Crime, Murder, and Death in our Nation’"
2025-08-11 09:23:40,UUP,LONG,0.011463,0.1711,11.4,0.3,MARGINAL,CorrelationDiscovery:+tweet_embedding_349,"The Press Conference on Crime and “Beautification” will be held tomorrow, at 10:00 A.M. EST, in the Press Briefing Room, and it will not only involve ending the Crime, Murder, and Death in our Nation’"
2025-08-11 11:24:24,UUP,LONG,0.007547,-0.6752,-168.15,0.3,MARGINAL,CorrelationDiscovery:+tweet_embedding_349,"The Press Conference on Crime and “Beautification” will be held tomorrow, at 10:00 A.M. EST, in the Press Briefing Room, and it will not only involve ending the Crime, Murder, and Death in our Nation’"
2025-08-11 10:57:55,SPY,SHORT,-0.003915,0.7067,702.83,0.2,MARGINAL,CorrelationDiscovery:-tweet_embedding_93,"Crooked Nancy Pelosi, and her very “interesting” husband, beat every Hedge Fund in 2024. In other words, these two very average “minds” beat ALL of the Super Geniuses on Wall Street, thousands of them"
2025-08-11 04:00:02,DIA,SHORT,-0.004803,0.5754,192.07,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_251,"Tariffs are having a huge positive impact on the Stock Market. Almost every day, new records are set. In addition, Hundreds of Billions of Dollars are pouring into our Country’s coffers. If a Radical "
2025-08-11 10:58:21,TLT,SHORT,-0.00751,-0.7942,-199.23,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_109,"The Press Conference on Crime and “Beautification” will be held tomorrow, at 10:00 A.M. EST, in the Press Briefing Room, and it will not only involve ending the Crime, Murder, and Death in our Nation’"
2025-08-11 10:58:20,IEF,LONG,0.011752,-0.15,-37.56,0.5,GOOD,CorrelationDiscovery:-tweet_embedding_263,"The Press Conference on Crime and “Beautification” will be held tomorrow, at 10:00 A.M. EST, in the Press Briefing Room, and it will not only involve ending the Crime, Murder, and Death in our Nation’"
2025-08-12 13:49:36,UUP,SHORT,-0.004992,0.0015,0.49,0.3,MARGINAL,CorrelationDiscovery:+tweet_embedding_349,"Jerome “Too Late” Powell must NOW lower the rate. Steve “Manouychin” really gave me a “beauty”when he pushed this loser. The damage he has done by always being Too Late is incalculable. Fortunately, t"
2025-08-12 14:16:28,DIA,SHORT,-0.003648,-0.0291,-2.42,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_251,"Trillions of Dollars are being taken in on Tariffs, which has been incredible for our Country, its Stock Market, its General Wealth, and just about everything else. It has been proven, that even at th"
2025-08-12 14:16:27,SPY,SHORT,-0.003796,-0.0376,-6.27,0.4,GOOD,CorrelationDiscovery:-tweet_embedding_93,"Trillions of Dollars are being taken in on Tariffs, which has been incredible for our Country, its Stock Market, its General Wealth, and just about everything else. It has been proven, that even at th"
2025-08-12 14:17:51,IEF,LONG,0.041066,-0.0106,-0.35,0.2,MARGINAL,CorrelationDiscovery:-tweet_embedding_263,"Trillions of Dollars are being taken in on Tariffs, which has been incredible for our Country, its Stock Market, its General Wealth, and just about everything else. It has been proven, that even at th"
2025-08-12 14:16:46,TLT,LONG,0.008696,-0.0226,-0.75,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_109,"Trillions of Dollars are being taken in on Tariffs, which has been incredible for our Country, its Stock Market, its General Wealth, and just about everything else. It has been proven, that even at th"
2025-08-11 11:07:37,SHY,LONG,0.024384,0.0266,6.65,0.2,MARGINAL,CorrelationDiscovery:-tweet_embedding_108,"The Press Conference on Crime and “Beautification” will be held tomorrow, at 10:00 A.M. EST, in the Press Briefing Room, and it will not only involve ending the Crime, Murder, and Death in our Nation’"
2025-08-12 14:20:01,UUP,SHORT,-0.007835,0.0312,1.04,0.4,GOOD,CorrelationDiscovery:+tweet_embedding_349,"Trillions of Dollars are being taken in on Tariffs, which has been incredible for our Country, its Stock Market, its General Wealth, and just about everything else. It has been proven, that even at th"
2025-08-12 14:24:10,DIA,SHORT,-0.002768,0.2924,24.39,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_251,"Trillions of Dollars are being taken in on Tariffs, which has been incredible for our Country, its Stock Market, its General Wealth, and just about everything else. It has been proven, that even at th"
2025-08-12 14:24:10,SPY,SHORT,-0.003617,0.3463,28.9,0.4,GOOD,CorrelationDiscovery:-tweet_embedding_93,"Trillions of Dollars are being taken in on Tariffs, which has been incredible for our Country, its Stock Market, its General Wealth, and just about everything else. It has been proven, that even at th"
2025-08-12 14:25:15,TLT,LONG,0.00974,0.6462,17.98,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_109,"Trillions of Dollars are being taken in on Tariffs, which has been incredible for our Country, its Stock Market, its General Wealth, and just about everything else. It has been proven, that even at th"
2025-08-12 14:24:18,IEF,LONG,0.043293,0.3215,17.89,0.2,MARGINAL,CorrelationDiscovery:-tweet_embedding_263,"Trillions of Dollars are being taken in on Tariffs, which has been incredible for our Country, its Stock Market, its General Wealth, and just about everything else. It has been proven, that even at th"
2025-08-12 14:28:28,SHY,LONG,0.030552,0.0883,1.34,0.2,MARGINAL,CorrelationDiscovery:-tweet_embedding_108,"Trillions of Dollars are being taken in on Tariffs, which has been incredible for our Country, its Stock Market, its General Wealth, and just about everything else. It has been proven, that even at th"
2025-08-12 14:28:52,UUP,SHORT,-0.007144,-0.2599,-7.23,0.4,GOOD,CorrelationDiscovery:+tweet_embedding_349,"Trillions of Dollars are being taken in on Tariffs, which has been incredible for our Country, its Stock Market, its General Wealth, and just about everything else. It has been proven, that even at th"
2025-08-05 09:04:53,USO,SHORT,-0.004723,-4.6599,-310.23,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_243,"In just 6 months, I cut costs, especially Energy and Taxes, Tremendously. Elizabeth “Pocahontas” Warren, on CNBC, said costs have gone up. She is just angry that I blew up her terrible Presidential Ca"
2025-08-13 11:42:27,USO,LONG,0.002602,1.5918,794.9,0.3,MARGINAL,CorrelationDiscovery:+tweet_embedding_243,"Very unfair media is at work on my meeting with Putin. Constantly quoting fired losers and really dumb people like John Bolton, who just said that, even though the meeting is on American soil, “Putin "
2025-08-13 09:04:25,DIA,SHORT,-0.003152,0.269,15.04,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_251,"Trillions of Dollars are being taken in on Tariffs, which has been incredible for our Country, its Stock Market, its General Wealth, and just about everything else. It has been proven, that even at th"
2025-08-14 12:10:19,DIA,LONG,0.005242,0.7875,792.89,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_251,“Made in America Agenda Delivers Manufacturing Boom”
2025-08-14 09:04:33,USO,LONG,0.002577,-0.7659,-259.06,0.3,MARGINAL,CorrelationDiscovery:+tweet_embedding_243,"Very unfair media is at work on my meeting with Putin. Constantly quoting fired losers and really dumb people like John Bolton, who just said that, even though the meeting is on American soil, “Putin "
2025-08-13 09:04:26,SPY,SHORT,-0.003883,-0.2866,-16.11,0.4,GOOD,CorrelationDiscovery:-tweet_embedding_93,"Trillions of Dollars are being taken in on Tariffs, which has been incredible for our Country, its Stock Market, its General Wealth, and just about everything else. It has been proven, that even at th"
2025-08-18 14:09:21,SPY,SHORT,-0.000235,-0.1538,-155.63,0.2,MARGINAL,CorrelationDiscovery:-tweet_embedding_93,"I’ve settled 6 Wars in 6 months, one of them a possible Nuclear disaster, and yet I have to read listen to the Wall Street Journal, and many other who truly don’t have a clue, tell me everything that "
2025-08-18 09:04:17,USO,LONG,0.007577,0.0194,19.61,0.3,MARGINAL,CorrelationDiscovery:+tweet_embedding_243,RT @RealRogerStonePresident Trump Has Achieved Peace Between:???India & Pakistan???Israel & Iran (Ceasefire)???Serbia & Kosovo (Trump???s intervention deterred escalation)???Congo & Rwanda???Thailand 
2025-08-15 09:04:29,DIA,LONG,0.005242,-0.6333,-213.36,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_251,“Made in America Agenda Delivers Manufacturing Boom”
2025-08-19 11:28:10,USO,SHORT,-0.007628,0.5804,195.11,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_243,"STUPID AND UGLY WINDMILLS ARE KILLING NEW JERSEY. Energy prices up 28% this year, and not enough electricity to take care of state. STOP THE WINDMILLS!::"
2025-08-13 09:04:43,TLT,LONG,0.009956,-0.867,-48.67,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_109,"Trillions of Dollars are being taken in on Tariffs, which has been incredible for our Country, its Stock Market, its General Wealth, and just about everything else. It has been proven, that even at th"
2025-08-13 09:05:47,IEF,LONG,0.043967,-0.2389,-13.4,0.2,MARGINAL,CorrelationDiscovery:-tweet_embedding_263,"Trillions of Dollars are being taken in on Tariffs, which has been incredible for our Country, its Stock Market, its General Wealth, and just about everything else. It has been proven, that even at th"
2025-08-13 09:07:11,SHY,LONG,0.028945,-0.0451,-2.53,0.2,MARGINAL,CorrelationDiscovery:-tweet_embedding_108,"Trillions of Dollars are being taken in on Tariffs, which has been incredible for our Country, its Stock Market, its General Wealth, and just about everything else. It has been proven, that even at th"
2025-08-20 09:04:44,USO,SHORT,-0.000227,0.2958,9.98,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_243,"Leigh Wambsganss is an incredible Candidate who will be a fantastic State Senator for Texas Senate District 9! An America First Patriot, Leigh will work tirelessly to Champion School Choice, Advance t"
2025-08-20 13:52:09,USO,SHORT,-0.000859,0.0286,9.61,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_243,Any State that has built and relied on WINDMILLS and SOLAR for power are seeing RECORD BREAKING INCREASES IN ELECTRICITY AND ENERGY COSTS. THE SCAM OF THE CENTURY! We will not approve wind or farmer d
2025-08-20 09:06:04,IEF,SHORT,-0.00032,-0.0178,-2.0,0.3,MARGINAL,CorrelationDiscovery:-tweet_embedding_263,"Could somebody please inform Jerome “Too Late” Powell that he is hurting the Housing Industry, very badly? People can’t get a Mortgage because of him. There is no Inflation, and every sign is pointing"
2025-08-20 09:04:47,TLT,SHORT,-0.005368,-0.1332,-14.95,0.3,MARGINAL,CorrelationDiscovery:+tweet_embedding_109,"Could somebody please inform Jerome “Too Late” Powell that he is hurting the Housing Industry, very badly? People can’t get a Mortgage because of him. There is no Inflation, and every sign is pointing"
2025-08-20 14:18:59,USO,SHORT,-0.006936,0.6422,216.16,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_243,"Environmental Protection Agency Administrator, Lee Zeldin: “We want to power the great American comeback, which means clean air, land, and water for all Americans — but we can also help unleash energy"
2025-08-20 09:29:07,SHY,LONG,0.010662,0.0064,0.72,0.3,MARGINAL,CorrelationDiscovery:-tweet_embedding_108,"Could somebody please inform Jerome “Too Late” Powell that he is hurting the Housing Industry, very badly? People can’t get a Mortgage because of him. There is no Inflation, and every sign is pointing"
2025-08-19 13:24:49,DIA,SHORT,-0.001915,-0.345,-87.3,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_251,"“US economy maintains its high S P credit rating, analysts find Trump tariffs offset his tax cuts”"
2025-08-21 04:00:15,TLT,SHORT,-0.005255,-0.1564,-17.57,0.3,MARGINAL,CorrelationDiscovery:+tweet_embedding_109,"Could somebody please inform Jerome “Too Late” Powell that he is hurting the Housing Industry, very badly? People can’t get a Mortgage because of him. There is no Inflation, and every sign is pointing"
2025-08-21 04:00:00,IEF,SHORT,-0.003764,-0.1226,-13.77,0.3,MARGINAL,CorrelationDiscovery:-tweet_embedding_263,"Could somebody please inform Jerome “Too Late” Powell that he is hurting the Housing Industry, very badly? People can’t get a Mortgage because of him. There is no Inflation, and every sign is pointing"
2025-08-21 04:01:04,USO,SHORT,-0.003643,-0.4677,-21.47,0.6,GOOD,CorrelationDiscovery:+tweet_embedding_243,"Congressman Frank Lucas is an incredible Representative for the wonderful people of Oklahoma’s 3rd Congressional District! A Fifth Generation Oklahoman, and lifelong Farmer and Rancher, Frank is a str"
2025-08-21 04:02:30,SHY,LONG,0.011005,-0.054,-6.07,0.3,MARGINAL,CorrelationDiscovery:-tweet_embedding_108,"Could somebody please inform Jerome “Too Late” Powell that he is hurting the Housing Industry, very badly? People can’t get a Mortgage because of him. There is no Inflation, and every sign is pointing"
2025-08-13 09:30:00,UUP,SHORT,-0.007334,0.9803,47.16,0.4,GOOD,CorrelationDiscovery:+tweet_embedding_349,"Trillions of Dollars are being taken in on Tariffs, which has been incredible for our Country, its Stock Market, its General Wealth, and just about everything else. It has been proven, that even at th"
2025-08-21 09:04:42,DIA,LONG,0.002586,0.1544,52.03,0.4,GOOD,CorrelationDiscovery:+tweet_embedding_251,"Big WIN for the Great State of Texas!!! Everything Passed, on our way to FIVE more Congressional seats and saving your Rights, your Freedoms, and your Country, itself. Texas never lets us down. Florid"
2025-08-21 09:05:38,USO,SHORT,-0.000859,1.2386,209.45,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_243,Any State that has built and relied on WINDMILLS and SOLAR for power are seeing RECORD BREAKING INCREASES IN ELECTRICITY AND ENERGY COSTS. THE SCAM OF THE CENTURY! We will not approve wind or farmer d
2025-08-22 04:00:20,USO,LONG,0.00691,-0.1341,-22.65,0.6,GOOD,CorrelationDiscovery:+tweet_embedding_243,"Dustin Burrows is a True Warrior for Republicans, and is doing a fantastic job as Speaker of the Texas House of Representatives! Thanks to Dustin’s strong and effective Leadership of the Texas House, "
2025-08-21 16:00:00,UUP,LONG,0.004144,0.0096,1.62,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_349,TOTAL VICTORY in the FAKE New York State Attorney General Letitia James Case! I greatly respect the fact that the Court had the Courage to throw out this unlawful and disgraceful Decision that was hur
2025-08-22 04:00:03,DIA,LONG,0.00227,1.6093,543.66,0.4,GOOD,CorrelationDiscovery:+tweet_embedding_251,"Big WIN for the Great State of Texas!!! Everything Passed, on our way to FIVE more Congressional seats and saving your Rights, your Freedoms, and your Country, itself. Texas never lets us down. Florid"
2025-08-22 09:04:44,USO,LONG,0.00806,0.2829,96.09,0.6,GOOD,CorrelationDiscovery:+tweet_embedding_243,"Dustin Burrows is a True Warrior for Republicans, and is doing a fantastic job as Speaker of the Texas House of Representatives! Thanks to Dustin’s strong and effective Leadership of the Texas House, "
2025-08-22 09:30:00,UUP,LONG,0.004083,-0.8139,-276.7,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_349,TOTAL VICTORY in the FAKE New York State Attorney General Letitia James Case! I greatly respect the fact that the Court had the Courage to throw out this unlawful and disgraceful Decision that was hur
2025-08-25 04:03:51,UUP,LONG,0.001072,-0.0133,-1.13,0.3,MARGINAL,CorrelationDiscovery:+tweet_embedding_349,"I am pleased to announce that the Radical Left Representatives working at the Congressional Budget Office (CBO) have now admitted how incredible my Tariff strategy has been, saying that, “Trump’s Tari"
2025-08-25 09:28:27,UUP,SHORT,-0.001734,0.1839,62.34,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_349,"Why is it that ABC and NBC FAKE NEWS, two of the absolute worst and most biased networks anywhere in the World, aren’t paying Millions of Dollars a year in LICENSE FEES. They should lose their License"
2025-08-25 13:14:51,UUP,LONG,0.006175,0.2775,56.49,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_349,"I PAID ZERO FOR INTEL, IT IS WORTH APPROXIMATELY 11 BILLION DOLLARS. All goes to the USA. Why are “stupid” people unhappy with that? I will make deals like that for our Country all day long. I will al"
2025-08-26 04:01:20,UUP,SHORT,-0.002134,-0.271,-91.73,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_349,"Why is it that ABC and NBC FAKE NEWS, two of the absolute worst and most biased networks anywhere in the World, aren’t paying Millions of Dollars a year in LICENSE FEES. They should lose their License"
2025-08-25 04:00:06,USO,LONG,0.00104,-0.7774,-65.91,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_243,"I am pleased to announce that the Radical Left Representatives working at the Congressional Budget Office (CBO) have now admitted how incredible my Tariff strategy has been, saying that, “Trump’s Tari"
2025-08-26 09:30:00,UUP,LONG,0.006175,-0.0533,-18.07,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_349,"I PAID ZERO FOR INTEL, IT IS WORTH APPROXIMATELY 11 BILLION DOLLARS. All goes to the USA. Why are “stupid” people unhappy with that? I will make deals like that for our Country all day long. I will al"
2025-08-26 14:39:32,USO,SHORT,-0.008834,0.3312,42.08,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_243,"Cracker Barrel should go back to the old logo, admit a mistake based on customer response (the ultimate Poll), and manage the company better than ever before. They got a Billion Dollars worth of free "
2025-08-26 14:45:57,UUP,LONG,0.004059,0.4232,35.87,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_349,"Cracker Barrel should go back to the old logo, admit a mistake based on customer response (the ultimate Poll), and manage the company better than ever before. They got a Billion Dollars worth of free "
2025-08-21 09:05:25,IEF,SHORT,-0.00032,0.6338,214.9,0.3,MARGINAL,CorrelationDiscovery:-tweet_embedding_263,"Could somebody please inform Jerome “Too Late” Powell that he is hurting the Housing Industry, very badly? People can’t get a Mortgage because of him. There is no Inflation, and every sign is pointing"
2025-08-27 14:48:08,IEF,LONG,0.016967,-0.0268,-5.45,0.3,MARGINAL,CorrelationDiscovery:-tweet_embedding_263,"I have been fully briefed on the tragic shooting in Minneapolis, Minnesota. The FBI quickly responded and they are on the scene. The White House will continue to monitor this terrible situation. Pleas"
2025-08-27 09:30:00,UUP,LONG,0.002948,-0.5973,-67.6,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_349,"I am pleased to report that I have raised, since the Great Presidential Election of 2024, in various forms and political entities, in excess of 1.5 Billion Dollars. MAKE AMERICA GREAT AGAIN!!! Preside"
2025-08-14 09:28:36,EWW,SHORT,-0.010259,2.5714,873.16,0.2,MARGINAL,CorrelationDiscovery:-tweet_embedding_106,"Washington, D.C., has one of the Highest Rates of Crime in the World, more than many of the most violent Third World Countries. The City’s Homicide Rate is higher than places notorious for their viole"
2025-08-27 09:04:50,USO,SHORT,-0.008082,-0.2466,-28.2,0.2,MARGINAL,CorrelationDiscovery:+tweet_embedding_243,"Cracker Barrel should go back to the old logo, admit a mistake based on customer response (the ultimate Poll), and manage the company better than ever before. They got a Billion Dollars worth of free "
